[2023-10-22 21:00:01] Start End
[2023-10-22 21:11:46] SG_M2HEART 收到心跳！
[2023-10-22 21:11:47] SG_M2HEART 收到心跳！
[2023-10-22 21:11:49] SG_M2HEART 收到心跳！
[2023-10-22 21:11:50] SG_M2HEART 收到心跳！
[2023-10-22 21:11:52] SG_M2HEART 收到心跳！
[2023-10-22 21:11:53] SG_M2HEART 收到心跳！
[2023-10-22 21:11:55] SG_M2HEART 收到心跳！
[2023-10-22 21:11:56] SG_M2HEART 收到心跳！
[2023-10-22 21:11:58] SG_M2HEART 收到心跳！
[2023-10-22 21:11:59] SG_M2HEART 收到心跳！
[2023-10-22 21:12:01] SG_M2HEART 收到心跳！
[2023-10-22 21:12:03] SG_M2HEART 收到心跳！
[2023-10-22 21:12:04] SG_M2HEART 收到心跳！
[2023-10-22 21:12:06] SG_M2HEART 收到心跳！
[2023-10-22 21:12:07] SG_M2HEART 收到心跳！
[2023-10-22 21:12:09] SG_M2HEART 收到心跳！
[2023-10-22 21:12:10] SG_M2HEART 收到心跳！
[2023-10-22 21:12:12] SG_M2HEART 收到心跳！
[2023-10-22 21:12:13] SG_M2HEART 收到心跳！
[2023-10-22 21:12:15] SG_M2HEART 收到心跳！
[2023-10-22 21:12:16] SG_M2HEART 收到心跳！
[2023-10-22 21:12:18] SG_M2HEART 收到心跳！
[2023-10-22 21:12:19] SG_M2HEART 收到心跳！
[2023-10-22 21:12:21] SG_M2HEART 收到心跳！
[2023-10-22 21:12:22] SG_M2HEART 收到心跳！
[2023-10-22 21:12:24] SG_M2HEART 收到心跳！
[2023-10-22 21:12:25] SG_M2HEART 收到心跳！
[2023-10-22 21:12:27] SG_M2HEART 收到心跳！
[2023-10-22 21:12:28] SG_M2HEART 收到心跳！
[2023-10-22 21:12:30] SG_M2HEART 收到心跳！
[2023-10-22 21:12:31] SG_M2HEART 收到心跳！
[2023-10-22 21:12:33] SG_M2HEART 收到心跳！
[2023-10-22 21:12:34] SG_M2HEART 收到心跳！
[2023-10-22 21:12:36] SG_M2HEART 收到心跳！
[2023-10-22 21:12:37] SG_M2HEART 收到心跳！
[2023-10-22 21:12:39] SG_M2HEART 收到心跳！
[2023-10-22 21:12:40] SG_M2HEART 收到心跳！
[2023-10-22 21:12:42] SG_M2HEART 收到心跳！
[2023-10-22 21:12:43] SG_M2HEART 收到心跳！
[2023-10-22 21:12:45] SG_M2HEART 收到心跳！
[2023-10-22 21:12:46] SG_M2HEART 收到心跳！
[2023-10-22 21:12:48] SG_M2HEART 收到心跳！
[2023-10-22 21:12:50] SG_M2HEART 收到心跳！
[2023-10-22 21:12:51] SG_M2HEART 收到心跳！
[2023-10-22 21:12:53] SG_M2HEART 收到心跳！
[2023-10-22 21:12:54] SG_M2HEART 收到心跳！
[2023-10-22 21:12:56] SG_M2HEART 收到心跳！
[2023-10-22 21:12:57] SG_M2HEART 收到心跳！
[2023-10-22 21:12:59] SG_M2HEART 收到心跳！
[2023-10-22 21:13:00] SG_M2HEART 收到心跳！
[2023-10-22 21:13:02] SG_M2HEART 收到心跳！
[2023-10-22 21:13:03] SG_M2HEART 收到心跳！
[2023-10-22 21:13:05] SG_M2HEART 收到心跳！
[2023-10-22 21:13:06] SG_M2HEART 收到心跳！
[2023-10-22 21:13:08] SG_M2HEART 收到心跳！
[2023-10-22 21:13:09] SG_M2HEART 收到心跳！
[2023-10-22 21:13:11] SG_M2HEART 收到心跳！
[2023-10-22 21:13:12] SG_M2HEART 收到心跳！
[2023-10-22 21:13:14] SG_M2HEART 收到心跳！
[2023-10-22 21:13:15] SG_M2HEART 收到心跳！
[2023-10-22 21:13:17] SG_M2HEART 收到心跳！
[2023-10-22 21:13:18] SG_M2HEART 收到心跳！
[2023-10-22 21:13:20] SG_M2HEART 收到心跳！
[2023-10-22 21:13:21] SG_M2HEART 收到心跳！
[2023-10-22 21:13:23] SG_M2HEART 收到心跳！
[2023-10-22 21:13:24] SG_M2HEART 收到心跳！
[2023-10-22 21:13:26] SG_M2HEART 收到心跳！
[2023-10-22 21:13:27] SG_M2HEART 收到心跳！
[2023-10-22 21:13:29] SG_M2HEART 收到心跳！
[2023-10-22 21:13:30] SG_M2HEART 收到心跳！
[2023-10-22 21:13:32] SG_M2HEART 收到心跳！
[2023-10-22 21:13:33] SG_M2HEART 收到心跳！
[2023-10-22 21:13:35] SG_M2HEART 收到心跳！
[2023-10-22 21:13:37] SG_M2HEART 收到心跳！
[2023-10-22 21:13:38] SG_M2HEART 收到心跳！
[2023-10-22 21:13:40] SG_M2HEART 收到心跳！
[2023-10-22 21:13:41] SG_M2HEART 收到心跳！
[2023-10-22 21:13:43] SG_M2HEART 收到心跳！
[2023-10-22 21:13:44] SG_M2HEART 收到心跳！
[2023-10-22 21:13:46] SG_M2HEART 收到心跳！
[2023-10-22 21:13:47] SG_M2HEART 收到心跳！
[2023-10-22 21:13:49] SG_M2HEART 收到心跳！
[2023-10-22 21:13:50] SG_M2HEART 收到心跳！
[2023-10-22 21:13:52] SG_M2HEART 收到心跳！
[2023-10-22 21:13:53] SG_M2HEART 收到心跳！
[2023-10-22 21:13:55] SG_M2HEART 收到心跳！
[2023-10-22 21:13:56] SG_M2HEART 收到心跳！
[2023-10-22 21:13:58] RunGate(920114, 7002) Connect Fail
[2023-10-22 21:13:59] 游戏引擎服务器异常关闭，已被重新启动...
[2023-10-22 21:14:00] RunGate(920114, 7002) Connect Fail
[2023-10-22 21:14:02] SG_M2HEART 收到心跳！
[2023-10-22 21:14:02] RunGate(920114, 7002) Connect Fail
[2023-10-22 21:14:04] SG_M2HEART 收到心跳！
[2023-10-22 21:14:04] RunGate(920114, 7002) Connect Fail
[2023-10-22 21:14:05] SG_M2HEART 收到心跳！
[2023-10-22 21:14:07] SG_M2HEART 收到心跳！
[2023-10-22 21:14:08] SG_M2HEART 收到心跳！
[2023-10-22 21:14:10] SG_M2HEART 收到心跳！
[2023-10-22 21:14:11] SG_M2HEART 收到心跳！
[2023-10-22 21:14:13] SG_M2HEART 收到心跳！
[2023-10-22 21:14:14] SG_M2HEART 收到心跳！
[2023-10-22 21:14:16] SG_M2HEART 收到心跳！
[2023-10-22 21:14:17] SG_M2HEART 收到心跳！
[2023-10-22 21:14:19] SG_M2HEART 收到心跳！
[2023-10-22 21:14:20] SG_M2HEART 收到心跳！
[2023-10-22 21:14:22] SG_M2HEART 收到心跳！
[2023-10-22 21:14:23] SG_M2HEART 收到心跳！
[2023-10-22 21:14:25] SG_M2HEART 收到心跳！
[2023-10-22 21:14:26] SG_M2HEART 收到心跳！
[2023-10-22 21:14:28] SG_M2HEART 收到心跳！
[2023-10-22 21:14:29] SG_M2HEART 收到心跳！
[2023-10-22 21:14:31] SG_M2HEART 收到心跳！
[2023-10-22 21:14:32] SG_M2HEART 收到心跳！
[2023-10-22 21:14:34] SG_M2HEART 收到心跳！
[2023-10-22 21:14:36] SG_M2HEART 收到心跳！
[2023-10-22 21:14:37] SG_M2HEART 收到心跳！
[2023-10-22 21:14:39] SG_M2HEART 收到心跳！
[2023-10-22 21:14:40] SG_M2HEART 收到心跳！
[2023-10-22 21:14:42] SG_M2HEART 收到心跳！
[2023-10-22 21:14:43] SG_M2HEART 收到心跳！
[2023-10-22 21:14:45] SG_M2HEART 收到心跳！
[2023-10-22 21:14:46] SG_M2HEART 收到心跳！
[2023-10-22 21:15:40] SG_M2HEART 收到心跳！
[2023-10-22 21:15:41] Start End
[2023-10-22 21:15:42] SG_M2HEART 收到心跳！
[2023-10-22 21:15:43] SG_M2HEART 收到心跳！
[2023-10-22 21:15:45] SG_M2HEART 收到心跳！
[2023-10-22 21:15:46] SG_M2HEART 收到心跳！
[2023-10-22 21:15:48] SG_M2HEART 收到心跳！
[2023-10-22 21:15:49] SG_M2HEART 收到心跳！
[2023-10-22 21:15:51] SG_M2HEART 收到心跳！
[2023-10-22 21:15:52] SG_M2HEART 收到心跳！
[2023-10-22 21:15:54] SG_M2HEART 收到心跳！
[2023-10-22 21:15:55] SG_M2HEART 收到心跳！
[2023-10-22 21:15:57] SG_M2HEART 收到心跳！
[2023-10-22 21:15:58] SG_M2HEART 收到心跳！
[2023-10-22 21:16:00] SG_M2HEART 收到心跳！
[2023-10-22 21:16:01] SG_M2HEART 收到心跳！
[2023-10-22 21:16:03] SG_M2HEART 收到心跳！
[2023-10-22 21:16:04] SG_M2HEART 收到心跳！
[2023-10-22 21:16:06] SG_M2HEART 收到心跳！
[2023-10-22 21:16:07] SG_M2HEART 收到心跳！
[2023-10-22 21:16:09] SG_M2HEART 收到心跳！
[2023-10-22 21:16:11] SG_M2HEART 收到心跳！
[2023-10-22 21:16:12] SG_M2HEART 收到心跳！
[2023-10-22 21:16:14] SG_M2HEART 收到心跳！
[2023-10-22 21:16:15] SG_M2HEART 收到心跳！
[2023-10-22 21:16:17] SG_M2HEART 收到心跳！
[2023-10-22 21:16:18] SG_M2HEART 收到心跳！
[2023-10-22 21:16:20] SG_M2HEART 收到心跳！
[2023-10-22 21:16:21] SG_M2HEART 收到心跳！
[2023-10-22 21:16:23] SG_M2HEART 收到心跳！
[2023-10-22 21:16:24] SG_M2HEART 收到心跳！
[2023-10-22 21:16:26] SG_M2HEART 收到心跳！
[2023-10-22 21:16:27] SG_M2HEART 收到心跳！
[2023-10-22 21:16:29] SG_M2HEART 收到心跳！
[2023-10-22 21:16:30] SG_M2HEART 收到心跳！
[2023-10-22 21:16:32] SG_M2HEART 收到心跳！
[2023-10-22 21:16:33] SG_M2HEART 收到心跳！
[2023-10-22 21:16:35] SG_M2HEART 收到心跳！
[2023-10-22 21:16:36] SG_M2HEART 收到心跳！
[2023-10-22 21:16:38] SG_M2HEART 收到心跳！
[2023-10-22 21:16:39] SG_M2HEART 收到心跳！
[2023-10-22 21:16:41] SG_M2HEART 收到心跳！
[2023-10-22 21:16:42] SG_M2HEART 收到心跳！
[2023-10-22 21:16:44] SG_M2HEART 收到心跳！
[2023-10-22 21:16:45] SG_M2HEART 收到心跳！
[2023-10-22 21:16:47] SG_M2HEART 收到心跳！
[2023-10-22 21:16:48] SG_M2HEART 收到心跳！
[2023-10-22 21:16:50] SG_M2HEART 收到心跳！
[2023-10-22 21:16:51] SG_M2HEART 收到心跳！
[2023-10-22 21:16:53] SG_M2HEART 收到心跳！
[2023-10-22 21:16:54] SG_M2HEART 收到心跳！
[2023-10-22 21:16:56] SG_M2HEART 收到心跳！
[2023-10-22 21:16:57] SG_M2HEART 收到心跳！
[2023-10-22 21:16:59] SG_M2HEART 收到心跳！
[2023-10-22 21:17:01] SG_M2HEART 收到心跳！
[2023-10-22 21:17:02] SG_M2HEART 收到心跳！
[2023-10-22 21:17:04] SG_M2HEART 收到心跳！
[2023-10-22 21:17:05] SG_M2HEART 收到心跳！
[2023-10-22 21:17:07] SG_M2HEART 收到心跳！
[2023-10-22 21:17:08] SG_M2HEART 收到心跳！
[2023-10-22 21:17:10] SG_M2HEART 收到心跳！
[2023-10-22 21:17:11] SG_M2HEART 收到心跳！
[2023-10-22 21:17:13] SG_M2HEART 收到心跳！
[2023-10-22 21:17:14] SG_M2HEART 收到心跳！
[2023-10-22 21:17:16] SG_M2HEART 收到心跳！
[2023-10-22 21:17:17] SG_M2HEART 收到心跳！
[2023-10-22 21:17:19] SG_M2HEART 收到心跳！
[2023-10-22 21:17:20] SG_M2HEART 收到心跳！
[2023-10-22 21:17:22] SG_M2HEART 收到心跳！
[2023-10-22 21:17:23] SG_M2HEART 收到心跳！
[2023-10-22 21:17:25] SG_M2HEART 收到心跳！
[2023-10-22 21:17:26] SG_M2HEART 收到心跳！
[2023-10-22 21:17:28] SG_M2HEART 收到心跳！
[2023-10-22 21:17:29] SG_M2HEART 收到心跳！
[2023-10-22 21:17:31] SG_M2HEART 收到心跳！
[2023-10-22 21:17:32] SG_M2HEART 收到心跳！
[2023-10-22 21:17:34] SG_M2HEART 收到心跳！
[2023-10-22 21:17:35] SG_M2HEART 收到心跳！
[2023-10-22 21:17:37] SG_M2HEART 收到心跳！
[2023-10-22 21:17:38] SG_M2HEART 收到心跳！
[2023-10-22 21:17:40] SG_M2HEART 收到心跳！
[2023-10-22 21:17:41] SG_M2HEART 收到心跳！
[2023-10-22 21:17:43] SG_M2HEART 收到心跳！
[2023-10-22 21:17:44] SG_M2HEART 收到心跳！
[2023-10-22 21:17:46] SG_M2HEART 收到心跳！
[2023-10-22 21:17:48] SG_M2HEART 收到心跳！
[2023-10-22 21:17:49] SG_M2HEART 收到心跳！
[2023-10-22 21:17:51] SG_M2HEART 收到心跳！
[2023-10-22 21:17:52] SG_M2HEART 收到心跳！
[2023-10-22 21:17:54] SG_M2HEART 收到心跳！
[2023-10-22 21:17:55] SG_M2HEART 收到心跳！
[2023-10-22 21:17:57] SG_M2HEART 收到心跳！
[2023-10-22 21:17:58] SG_M2HEART 收到心跳！
[2023-10-22 21:18:00] SG_M2HEART 收到心跳！
[2023-10-22 21:18:01] SG_M2HEART 收到心跳！
[2023-10-22 21:18:03] SG_M2HEART 收到心跳！
[2023-10-22 21:18:04] SG_M2HEART 收到心跳！
[2023-10-22 21:18:06] SG_M2HEART 收到心跳！
[2023-10-22 21:18:07] SG_M2HEART 收到心跳！
[2023-10-22 21:18:09] SG_M2HEART 收到心跳！
[2023-10-22 21:18:10] SG_M2HEART 收到心跳！
[2023-10-22 21:18:12] SG_M2HEART 收到心跳！
[2023-10-22 21:18:13] SG_M2HEART 收到心跳！
[2023-10-22 21:18:15] SG_M2HEART 收到心跳！
[2023-10-22 21:18:16] SG_M2HEART 收到心跳！
[2023-10-22 21:18:18] SG_M2HEART 收到心跳！
[2023-10-22 21:18:19] SG_M2HEART 收到心跳！
[2023-10-22 21:18:21] SG_M2HEART 收到心跳！
[2023-10-22 21:18:22] SG_M2HEART 收到心跳！
[2023-10-22 21:18:24] SG_M2HEART 收到心跳！
[2023-10-22 21:18:25] SG_M2HEART 收到心跳！
[2023-10-22 21:18:27] SG_M2HEART 收到心跳！
[2023-10-22 21:18:28] SG_M2HEART 收到心跳！
[2023-10-22 21:18:30] SG_M2HEART 收到心跳！
[2023-10-22 21:18:31] SG_M2HEART 收到心跳！
[2023-10-22 21:18:33] SG_M2HEART 收到心跳！
[2023-10-22 21:18:34] SG_M2HEART 收到心跳！
[2023-10-22 21:18:36] SG_M2HEART 收到心跳！
[2023-10-22 21:18:38] SG_M2HEART 收到心跳！
[2023-10-22 21:18:39] SG_M2HEART 收到心跳！
[2023-10-22 21:18:41] SG_M2HEART 收到心跳！
[2023-10-22 21:18:42] SG_M2HEART 收到心跳！
[2023-10-22 21:18:44] SG_M2HEART 收到心跳！
[2023-10-22 21:18:45] SG_M2HEART 收到心跳！
[2023-10-22 21:18:47] SG_M2HEART 收到心跳！
[2023-10-22 21:18:48] SG_M2HEART 收到心跳！
[2023-10-22 21:18:50] SG_M2HEART 收到心跳！
[2023-10-22 21:18:51] SG_M2HEART 收到心跳！
[2023-10-22 21:18:53] SG_M2HEART 收到心跳！
[2023-10-22 21:18:54] SG_M2HEART 收到心跳！
[2023-10-22 21:18:56] SG_M2HEART 收到心跳！
[2023-10-22 21:18:57] SG_M2HEART 收到心跳！
[2023-10-22 21:18:59] SG_M2HEART 收到心跳！
[2023-10-22 21:19:01] 游戏引擎服务器异常关闭，已被重新启动...
[2023-10-22 21:19:02] RunGate(723224, 7002) Connect Fail
[2023-10-22 21:19:04] RunGate(723224, 7002) Connect Fail
[2023-10-22 21:19:05] SG_M2HEART 收到心跳！
[2023-10-22 21:19:06] SG_M2HEART 收到心跳！
[2023-10-22 21:19:08] SG_M2HEART 收到心跳！
[2023-10-22 21:19:09] SG_M2HEART 收到心跳！
[2023-10-22 21:19:11] SG_M2HEART 收到心跳！
[2023-10-22 21:19:12] SG_M2HEART 收到心跳！
[2023-10-22 21:19:14] SG_M2HEART 收到心跳！
[2023-10-22 21:19:15] SG_M2HEART 收到心跳！
[2023-10-22 21:19:17] SG_M2HEART 收到心跳！
[2023-10-22 21:19:18] SG_M2HEART 收到心跳！
[2023-10-22 21:19:20] SG_M2HEART 收到心跳！
[2023-10-22 21:19:21] SG_M2HEART 收到心跳！
[2023-10-22 21:19:23] SG_M2HEART 收到心跳！
[2023-10-22 21:19:24] SG_M2HEART 收到心跳！
[2023-10-22 21:19:26] SG_M2HEART 收到心跳！
[2023-10-22 21:19:27] SG_M2HEART 收到心跳！
[2023-10-22 21:19:29] SG_M2HEART 收到心跳！
[2023-10-22 21:19:30] SG_M2HEART 收到心跳！
[2023-10-22 21:19:32] SG_M2HEART 收到心跳！
[2023-10-22 21:19:34] SG_M2HEART 收到心跳！
[2023-10-22 21:19:35] SG_M2HEART 收到心跳！
[2023-10-22 21:19:37] SG_M2HEART 收到心跳！
[2023-10-22 21:19:38] SG_M2HEART 收到心跳！
[2023-10-22 21:19:40] SG_M2HEART 收到心跳！
[2023-10-22 21:19:41] SG_M2HEART 收到心跳！
[2023-10-22 21:19:43] SG_M2HEART 收到心跳！
[2023-10-22 21:19:44] SG_M2HEART 收到心跳！
[2023-10-22 21:19:46] SG_M2HEART 收到心跳！
[2023-10-22 21:19:47] SG_M2HEART 收到心跳！
[2023-10-22 21:19:49] SG_M2HEART 收到心跳！
[2023-10-22 21:19:50] SG_M2HEART 收到心跳！
[2023-10-22 21:19:52] SG_M2HEART 收到心跳！
[2023-10-22 21:19:53] SG_M2HEART 收到心跳！
[2023-10-22 21:19:55] SG_M2HEART 收到心跳！
[2023-10-22 21:19:56] SG_M2HEART 收到心跳！
[2023-10-22 21:19:58] SG_M2HEART 收到心跳！
[2023-10-22 21:19:59] SG_M2HEART 收到心跳！
[2023-10-22 21:20:01] SG_M2HEART 收到心跳！
[2023-10-22 21:20:02] SG_M2HEART 收到心跳！
[2023-10-22 21:20:04] SG_M2HEART 收到心跳！
[2023-10-22 21:20:05] SG_M2HEART 收到心跳！
[2023-10-22 21:20:07] SG_M2HEART 收到心跳！
[2023-10-22 21:20:08] SG_M2HEART 收到心跳！
[2023-10-22 21:20:10] SG_M2HEART 收到心跳！
[2023-10-22 21:20:11] SG_M2HEART 收到心跳！
[2023-10-22 21:20:13] SG_M2HEART 收到心跳！
[2023-10-22 21:20:14] SG_M2HEART 收到心跳！
[2023-10-22 21:20:16] SG_M2HEART 收到心跳！
[2023-10-22 21:20:17] SG_M2HEART 收到心跳！
[2023-10-22 21:20:19] SG_M2HEART 收到心跳！
[2023-10-22 21:20:20] SG_M2HEART 收到心跳！
[2023-10-22 21:20:22] SG_M2HEART 收到心跳！
[2023-10-22 21:20:24] SG_M2HEART 收到心跳！
[2023-10-22 21:20:25] SG_M2HEART 收到心跳！
[2023-10-22 21:20:27] SG_M2HEART 收到心跳！
[2023-10-22 21:20:28] SG_M2HEART 收到心跳！
[2023-10-22 21:20:30] SG_M2HEART 收到心跳！
[2023-10-22 21:20:31] SG_M2HEART 收到心跳！
[2023-10-22 21:20:33] SG_M2HEART 收到心跳！
[2023-10-22 21:20:34] SG_M2HEART 收到心跳！
[2023-10-22 21:20:36] SG_M2HEART 收到心跳！
[2023-10-22 21:20:37] SG_M2HEART 收到心跳！
[2023-10-22 21:20:39] SG_M2HEART 收到心跳！
[2023-10-22 21:20:40] SG_M2HEART 收到心跳！
[2023-10-22 21:20:42] SG_M2HEART 收到心跳！
[2023-10-22 21:20:43] SG_M2HEART 收到心跳！
[2023-10-22 21:20:45] SG_M2HEART 收到心跳！
[2023-10-22 21:20:46] SG_M2HEART 收到心跳！
[2023-10-22 21:20:48] SG_M2HEART 收到心跳！
[2023-10-22 21:20:49] SG_M2HEART 收到心跳！
[2023-10-22 21:20:51] SG_M2HEART 收到心跳！
[2023-10-22 21:20:52] SG_M2HEART 收到心跳！
[2023-10-22 21:20:54] SG_M2HEART 收到心跳！
[2023-10-22 21:20:55] SG_M2HEART 收到心跳！
[2023-10-22 21:20:57] SG_M2HEART 收到心跳！
[2023-10-22 21:20:58] SG_M2HEART 收到心跳！
[2023-10-22 21:21:00] SG_M2HEART 收到心跳！
[2023-10-22 21:21:01] SG_M2HEART 收到心跳！
[2023-10-22 21:21:03] SG_M2HEART 收到心跳！
[2023-10-22 21:21:04] SG_M2HEART 收到心跳！
[2023-10-22 21:21:06] SG_M2HEART 收到心跳！
[2023-10-22 21:21:07] SG_M2HEART 收到心跳！
[2023-10-22 21:21:09] SG_M2HEART 收到心跳！
[2023-10-22 21:21:11] SG_M2HEART 收到心跳！
[2023-10-22 21:21:12] SG_M2HEART 收到心跳！
[2023-10-22 21:21:14] SG_M2HEART 收到心跳！
[2023-10-22 21:21:15] SG_M2HEART 收到心跳！
[2023-10-22 21:21:17] SG_M2HEART 收到心跳！
[2023-10-22 21:21:18] SG_M2HEART 收到心跳！
[2023-10-22 21:21:20] SG_M2HEART 收到心跳！
[2023-10-22 21:21:21] SG_M2HEART 收到心跳！
[2023-10-22 21:21:23] SG_M2HEART 收到心跳！
[2023-10-22 21:21:24] SG_M2HEART 收到心跳！
[2023-10-22 21:21:26] SG_M2HEART 收到心跳！
[2023-10-22 21:21:27] SG_M2HEART 收到心跳！
[2023-10-22 21:21:29] SG_M2HEART 收到心跳！
[2023-10-22 21:21:30] SG_M2HEART 收到心跳！
[2023-10-22 21:21:32] SG_M2HEART 收到心跳！
[2023-10-22 21:21:33] SG_M2HEART 收到心跳！
[2023-10-22 21:21:35] SG_M2HEART 收到心跳！
[2023-10-22 21:21:36] SG_M2HEART 收到心跳！
[2023-10-22 21:21:38] SG_M2HEART 收到心跳！
[2023-10-22 21:21:39] SG_M2HEART 收到心跳！
[2023-10-22 21:21:41] SG_M2HEART 收到心跳！
[2023-10-22 21:21:42] SG_M2HEART 收到心跳！
[2023-10-22 21:21:44] SG_M2HEART 收到心跳！
[2023-10-22 21:21:45] SG_M2HEART 收到心跳！
[2023-10-22 21:21:47] SG_M2HEART 收到心跳！
[2023-10-22 21:21:48] SG_M2HEART 收到心跳！
[2023-10-22 21:21:50] SG_M2HEART 收到心跳！
[2023-10-22 21:21:51] SG_M2HEART 收到心跳！
[2023-10-22 21:21:53] SG_M2HEART 收到心跳！
[2023-10-22 21:21:54] SG_M2HEART 收到心跳！
[2023-10-22 21:21:56] SG_M2HEART 收到心跳！
[2023-10-22 21:21:58] SG_M2HEART 收到心跳！
[2023-10-22 21:21:59] SG_M2HEART 收到心跳！
[2023-10-22 21:22:01] SG_M2HEART 收到心跳！
[2023-10-22 21:22:02] SG_M2HEART 收到心跳！
[2023-10-22 21:22:04] SG_M2HEART 收到心跳！
[2023-10-22 21:22:05] SG_M2HEART 收到心跳！
[2023-10-22 21:22:07] SG_M2HEART 收到心跳！
[2023-10-22 21:22:08] SG_M2HEART 收到心跳！
[2023-10-22 21:22:10] SG_M2HEART 收到心跳！
[2023-10-22 21:22:11] SG_M2HEART 收到心跳！
[2023-10-22 21:22:13] SG_M2HEART 收到心跳！
[2023-10-22 21:22:14] SG_M2HEART 收到心跳！
[2023-10-22 21:22:16] SG_M2HEART 收到心跳！
[2023-10-22 21:22:17] SG_M2HEART 收到心跳！
[2023-10-22 21:22:19] SG_M2HEART 收到心跳！
[2023-10-22 21:22:20] SG_M2HEART 收到心跳！
[2023-10-22 21:22:22] SG_M2HEART 收到心跳！
[2023-10-22 21:22:23] SG_M2HEART 收到心跳！
[2023-10-22 21:22:25] SG_M2HEART 收到心跳！
[2023-10-22 21:22:26] SG_M2HEART 收到心跳！
[2023-10-22 21:22:28] SG_M2HEART 收到心跳！
[2023-10-22 21:22:29] SG_M2HEART 收到心跳！
[2023-10-22 21:22:31] SG_M2HEART 收到心跳！
[2023-10-22 21:22:32] SG_M2HEART 收到心跳！
[2023-10-22 21:22:34] SG_M2HEART 收到心跳！
[2023-10-22 21:22:35] SG_M2HEART 收到心跳！
[2023-10-22 21:22:37] SG_M2HEART 收到心跳！
[2023-10-22 21:22:38] SG_M2HEART 收到心跳！
[2023-10-22 21:22:40] SG_M2HEART 收到心跳！
[2023-10-22 21:22:41] SG_M2HEART 收到心跳！
[2023-10-22 21:22:43] SG_M2HEART 收到心跳！
[2023-10-22 21:22:44] SG_M2HEART 收到心跳！
[2023-10-22 21:22:46] SG_M2HEART 收到心跳！
[2023-10-22 21:22:48] SG_M2HEART 收到心跳！
[2023-10-22 21:22:49] SG_M2HEART 收到心跳！
[2023-10-22 21:22:51] SG_M2HEART 收到心跳！
[2023-10-22 21:22:52] SG_M2HEART 收到心跳！
[2023-10-22 21:22:54] SG_M2HEART 收到心跳！
[2023-10-22 21:22:55] SG_M2HEART 收到心跳！
[2023-10-22 21:22:57] SG_M2HEART 收到心跳！
[2023-10-22 21:22:58] SG_M2HEART 收到心跳！
[2023-10-22 21:23:00] SG_M2HEART 收到心跳！
[2023-10-22 21:23:01] SG_M2HEART 收到心跳！
[2023-10-22 21:23:03] SG_M2HEART 收到心跳！
[2023-10-22 21:23:04] SG_M2HEART 收到心跳！
[2023-10-22 21:23:06] SG_M2HEART 收到心跳！
[2023-10-22 21:23:07] SG_M2HEART 收到心跳！
[2023-10-22 21:23:09] SG_M2HEART 收到心跳！
[2023-10-22 21:23:10] SG_M2HEART 收到心跳！
[2023-10-22 21:23:12] SG_M2HEART 收到心跳！
[2023-10-22 21:23:13] SG_M2HEART 收到心跳！
[2023-10-22 21:23:15] SG_M2HEART 收到心跳！
[2023-10-22 21:23:16] SG_M2HEART 收到心跳！
[2023-10-22 21:23:18] SG_M2HEART 收到心跳！
[2023-10-22 21:23:19] SG_M2HEART 收到心跳！
[2023-10-22 21:23:21] SG_M2HEART 收到心跳！
[2023-10-22 21:23:22] SG_M2HEART 收到心跳！
[2023-10-22 21:23:24] SG_M2HEART 收到心跳！
[2023-10-22 21:23:25] SG_M2HEART 收到心跳！
[2023-10-22 21:23:27] SG_M2HEART 收到心跳！
[2023-10-22 21:23:28] SG_M2HEART 收到心跳！
[2023-10-22 21:23:30] SG_M2HEART 收到心跳！
[2023-10-22 21:23:31] SG_M2HEART 收到心跳！
[2023-10-22 21:23:33] SG_M2HEART 收到心跳！
[2023-10-22 21:23:35] SG_M2HEART 收到心跳！
[2023-10-22 21:23:36] SG_M2HEART 收到心跳！
[2023-10-22 21:23:38] SG_M2HEART 收到心跳！
[2023-10-22 21:23:39] SG_M2HEART 收到心跳！
[2023-10-22 21:23:41] SG_M2HEART 收到心跳！
[2023-10-22 21:23:42] SG_M2HEART 收到心跳！
[2023-10-22 21:23:44] SG_M2HEART 收到心跳！
[2023-10-22 21:23:45] SG_M2HEART 收到心跳！
[2023-10-22 21:23:47] SG_M2HEART 收到心跳！
[2023-10-22 21:23:48] SG_M2HEART 收到心跳！
[2023-10-22 21:23:50] SG_M2HEART 收到心跳！
[2023-10-22 21:23:51] SG_M2HEART 收到心跳！
[2023-10-22 21:23:53] SG_M2HEART 收到心跳！
[2023-10-22 21:23:54] SG_M2HEART 收到心跳！
[2023-10-22 21:23:56] SG_M2HEART 收到心跳！
[2023-10-22 21:23:57] SG_M2HEART 收到心跳！
[2023-10-22 21:23:59] SG_M2HEART 收到心跳！
[2023-10-22 21:24:00] SG_M2HEART 收到心跳！
[2023-10-22 21:24:02] SG_M2HEART 收到心跳！
[2023-10-22 21:24:03] SG_M2HEART 收到心跳！
[2023-10-22 21:24:05] SG_M2HEART 收到心跳！
[2023-10-22 21:24:06] SG_M2HEART 收到心跳！
[2023-10-22 21:24:08] SG_M2HEART 收到心跳！
[2023-10-22 21:24:09] SG_M2HEART 收到心跳！
[2023-10-22 21:24:11] SG_M2HEART 收到心跳！
[2023-10-22 21:24:12] SG_M2HEART 收到心跳！
[2023-10-22 21:24:14] SG_M2HEART 收到心跳！
[2023-10-22 21:24:15] SG_M2HEART 收到心跳！
[2023-10-22 21:24:17] SG_M2HEART 收到心跳！
